Reservoir,Scenario,GRP
ACL,Hypoxia,0.008436116
ACL,Hypoxia,0.007252753
ACL,Hypoxia,0.003916864
ACL,Hypoxia,-0.007853628
ACL,Hypoxia,0.008448011
ACL,Hypoxia,0.006878287
ACL,Hypoxia,0.002099415
ACL,Hypoxia,-0.007850571
ACL,Hypoxia,0.008365062
ACL,Hypoxia,0.006683397
ACL,Hypoxia,-2.76E-05
ACL,Hypoxia,-0.00784756
ACL,Hypoxia,0.00842913
ACL,Hypoxia,0.006833638
ACL,Hypoxia,-0.000790958
ACL,Hypoxia,-0.007844642
ACL,Hypoxia,0.008625827
ACL,Hypoxia,0.007118898
ACL,Hypoxia,-0.00113107
ACL,Hypoxia,-0.007841847
ACL,Hypoxia,0.008797392
ACL,Hypoxia,0.007267275
ACL,Hypoxia,-0.002945592
ACL,Hypoxia,-0.007839194
ACL,Hypoxia,0.008875082
ACL,Hypoxia,0.00715868
ACL,Hypoxia,-0.005258022
ACL,Hypoxia,0.008834471
ACL,Hypoxia,0.006668341
ACL,Hypoxia,-0.006758706
ACL,Hypoxia,-0.007834344
ACL,Hypoxia,0.008680463
ACL,Hypoxia,0.005750217
ACL,Hypoxia,-0.007455179
ACL,Hypoxia,-0.007832147
ACL,Hypoxia,0.008541179
ACL,Hypoxia,0.004909918
ACL,Hypoxia,-0.007724608
ACL,Hypoxia,-0.007830096
ACL,Hypoxia,0.008490332
ACL,Hypoxia,0.004394758
ACL,Hypoxia,-0.007796528
ACL,Hypoxia,0.008489732
ACL,Hypoxia,0.004080458
ACL,Hypoxia,-0.00778034
ACL,Hypoxia,0.008507453
ACL,Hypoxia,0.003871982
ACL,Hypoxia,-0.007730011
ACL,Hypoxia,0.008538936
ACL,Hypoxia,0.003757075
ACL,Hypoxia,-0.007673314
ACL,Hypoxia,0.008582413
ACL,Hypoxia,0.003735573
ACL,Hypoxia,-0.007623876
ACL,Hypoxia,0.008629274
ACL,Hypoxia,0.003782442
ACL,Hypoxia,-0.007587226
ACL,Hypoxia,0.00819997
ACL,Hypoxia,0.007481769
ACL,Hypoxia,-0.008944647
ACL,Hypoxia,0.008257659
ACL,Hypoxia,0.007543179
ACL,Hypoxia,-0.008903827
ACL,Hypoxia,0.008347209
ACL,Hypoxia,0.007675992
ACL,Hypoxia,-0.008789415
ACL,Hypoxia,0.008424744
ACL,Hypoxia,0.007885089
ACL,Hypoxia,-0.008528186
ACL,Hypoxia,-0.007864292
ACL,Hypoxia,0.008478674
ACL,Hypoxia,0.008130517
ACL,Hypoxia,-0.007960851
ACL,Hypoxia,-0.007872046
ACL,Hypoxia,0.008491117
ACL,Hypoxia,0.008224805
ACL,Hypoxia,-0.00676995
ACL,Hypoxia,-0.007875589
ACL,Hypoxia,0.008424731
ACL,Hypoxia,0.008126462
ACL,Hypoxia,-0.004531735
ACL,Hypoxia,-0.007874896
ACL,Hypoxia,0.008373658
ACL,Hypoxia,0.008140563
ACL,Hypoxia,-0.000885769
ACL,Hypoxia,-0.007872667
ACL,Hypoxia,0.008353403
ACL,Hypoxia,0.008085379
ACL,Hypoxia,0.003124681
ACL,Hypoxia,-0.007869943
ACL,Hypoxia,0.008315262
ACL,Hypoxia,0.007892415
ACL,Hypoxia,0.005527421
ACL,Hypoxia,-0.007866865
ACL,Hypoxia,0.008267058
ACL,Hypoxia,0.007687323
ACL,Hypoxia,0.006353194
ACL,Hypoxia,-0.007863503
ACL,Hypoxia,0.00828831
